City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Acapulco de Juárez,16.8634,-99.8901,80.42,78,100,9.22,MX,1651716576
Boussé,12.6606,-1.8922,87.28,13,40,1.79,BF,1651716597
Lentekhi,42.7856,42.7261,53.01,98,100,2.44,GE,1651716598
Caucayá,-0.1934,-74.7819,73.11,98,96,2.71,CO,1651716598
Kontagora,10.3999,5.4695,80.01,64,100,4.5,NG,1651716599
Sørland,67.667,12.6934,35.44,100,100,26.93,NO,1651716599
Prince Rupert,54.3161,-130.3201,46.49,76,75,10.36,CA,1651716599
Scarborough,54.2797,-0.4044,47.91,86,15,3.0,GB,1651716600
Samarai,-10.6167,150.6667,83.34,76,73,9.06,PG,1651716600
Swan Hill,-35.3378,143.5544,56.59,45,11,8.39,AU,1651716567
Jingdezhen,29.2947,117.2079,77.23,50,0,2.8,CN,1651716601
Santa Fe,-31.6333,-60.7,58.01,81,44,1.99,AR,1651716428
Matadi,-5.8167,13.45,77.22,96,97,1.7,CD,1651716602
Kattivākkam,13.2167,80.3167,87.89,82,80,10.38,IN,1651716602
Nuuk,64.1835,-51.7216,21.81,86,55,12.66,GL,1651716603
Rabat,33.9911,-6.8401,56.16,100,20,0.0,MA,1651716550
Zuwārah,32.9312,12.082,74.93,36,34,17.92,LY,1651716604
Onega,63.9061,38.1404,29.46,82,85,10.18,RU,1651716604
Sterling,39.0062,-77.4286,68.23,73,40,10.36,US,1651716537
Néa Tríglia,40.3,23.2,59.2,69,2,3.22,GR,1651716605
Camabatela,-8.1881,15.375,61.92,79,20,4.27,AO,1651716606
Agirish,61.9247,63.0231,32.88,74,7,8.63,RU,1651716607
Greensburg,40.3015,-79.5389,56.25,87,100,4.0,US,1651716413
Kushima,31.4583,131.2333,71.62,60,100,9.17,JP,1651716607
San-Pédro,4.7485,-6.6363,80.22,84,97,3.65,CI,1651716608
Buraidah,26.326,43.975,85.19,17,87,9.06,SA,1651716608
Pryazha,61.6926,33.6216,29.43,75,96,3.71,RU,1651716609
Lebanon,36.2081,-86.2911,63.64,81,100,6.04,US,1651716610
Novyy Oskol,50.7631,37.8691,38.37,78,9,12.46,RU,1651716610
Yakeshi,49.2833,120.7333,53.35,31,100,8.46,CN,1651716611
Saint-Joseph,-21.3667,55.6167,73.78,83,22,15.01,RE,1651716457
Neubrandenburg,53.5667,13.2667,48.33,83,100,4.29,DE,1651716611
Kamakwie,9.5,-12.2333,76.91,87,25,3.42,SL,1651716612
Upington,-28.4478,21.2561,65.68,37,2,7.63,ZA,1651716613
Maxixe,-23.8597,35.3472,66.27,90,12,5.7,MZ,1651716613
São Filipe,14.8961,-24.4956,71.96,80,11,4.52,CV,1651716613
Yerbogachën,61.2767,108.0108,33.76,71,23,12.21,RU,1651716614
Bissau,11.8636,-15.5977,77.25,49,0,8.52,GW,1651716615
Amga,60.8953,131.9608,37.78,90,100,5.86,RU,1651716615
Mount Gambier,-37.8333,140.7667,48.11,87,75,11.5,AU,1651716573
Sydney,-33.8679,151.2073,75.31,65,75,8.05,AU,1651716576
Manavālakurichi,8.1333,77.3,82.85,80,100,12.64,IN,1651716616
Syas'stroy,60.1367,32.5691,33.28,69,100,10.11,RU,1651716616
Panalingaan,8.7842,117.4231,87.1,63,95,1.72,PH,1651716617
Plettenberg Bay,-34.0527,23.3716,62.29,80,67,1.39,ZA,1651716617
Hīt,33.6416,42.8251,70.72,58,0,13.71,IQ,1651716618
Sokna,60.24,9.9235,37.31,74,7,2.53,NO,1651716618
Yumen,40.2833,97.2,72.03,26,100,17.92,CN,1651716619
Hatillo,18.4863,-66.8254,79.09,85,53,5.99,PR,1651716619
Jumla,29.2747,82.1838,59.79,64,44,3.51,NP,1651716620
Taketa,32.9652,131.3785,71.8,47,100,5.7,JP,1651716621
Weligama,5.9667,80.4167,80.26,85,100,10.22,LK,1651716621
Coquimbo,-29.9533,-71.3436,53.33,93,0,1.14,CL,1651716622
Clarksville,36.5298,-87.3595,62.13,82,0,8.05,US,1651716463
Dunedin,-45.8742,170.5036,59.81,70,11,11.01,NZ,1651716472
Camacha,33.0833,-16.3333,60.22,63,75,9.22,PT,1651716485
Christchurch,-43.5333,172.6333,71.42,74,23,5.75,NZ,1651716623
Waynesville,35.4887,-82.9887,65.48,70,5,1.99,US,1651716623
Zhuhai,22.2769,113.5678,83.86,73,20,6.91,CN,1651716623
Port Blair,11.6667,92.75,78.84,83,75,4.61,IN,1651716624
Bilma,18.6853,12.9164,87.28,15,96,9.98,NE,1651716624
Båtsfjord,70.6345,29.7185,22.78,79,100,11.5,NO,1651716625
Bubaque,11.2833,-15.8333,78.15,69,0,14.45,GW,1651716625
Berlevåg,70.8578,29.0864,22.8,65,100,6.22,NO,1651716495
Aksu,41.1231,80.2644,76.75,15,93,4.45,CN,1651716626
Paita,-5.0892,-81.1144,68.52,80,83,16.67,PE,1651716627
Olafsvik,64.8945,-23.7142,36.25,61,98,5.55,IS,1651716627
The Valley,18.217,-63.0578,78.82,75,4,19.42,AI,1651716628
Bakchar,57.0186,82.0711,47.35,46,80,5.14,RU,1651716628
Kapustin Yar,48.5831,45.7372,52.86,57,100,3.42,RU,1651716629
Plouzané,48.3833,-4.6167,53.92,94,100,5.75,FR,1651716629
Haines Junction,60.7522,-137.5108,39.99,68,100,6.31,CA,1651716629
Tevaitoa,-16.7833,-151.5,81.39,77,32,11.68,PF,1651716630
Iwanai,42.9744,140.5089,65.35,54,88,4.65,JP,1651716630
Oussouye,12.485,-16.5469,72.75,71,5,7.83,SN,1651716631
Mahibadhoo,3.7833,72.9667,83.64,71,100,14.63,MV,1651716631
Clyde River,70.4692,-68.5914,18.64,83,100,4.76,CA,1651716632
Gubkinskiy,64.434,76.5026,36.34,93,100,17.05,RU,1651716632
Al Bardīyah,31.7561,25.0865,60.4,79,0,13.56,LY,1651716598
Mahon,39.8885,4.2658,61.36,77,0,18.41,ES,1651716632
Deputatsky,69.3,139.9,23.58,88,98,4.0,RU,1651716633
Bhaderwah,32.9784,75.7186,63.48,59,0,1.72,IN,1651716633
Kingaroy,-26.5333,151.8333,78.1,50,9,5.23,AU,1651716522
Lago da Pedra,-4.3333,-45.1667,73.31,97,80,3.13,BR,1651716634
Nemuro,43.3236,145.575,38.93,79,7,7.67,JP,1651716634
Amurzet,47.6967,131.0981,62.01,52,100,6.04,RU,1651716635
Gamba,-2.65,10.0,74.07,94,100,5.91,GA,1651716370
Butwāl,27.7006,83.4484,82.69,53,11,6.06,NP,1651716635
Caravelas,-17.7125,-39.2481,78.1,86,0,10.47,BR,1651716636
Batesville,35.7698,-91.641,60.44,82,100,6.91,US,1651716636
Bulgan,48.8125,103.5347,39.04,35,1,5.88,MN,1651716637
San Jose,37.3394,-121.895,81.28,42,20,10.36,US,1651716607
Leh,34.1667,77.5833,44.1,64,99,4.59,IN,1651716637
Cap-Haïtien,19.7578,-72.2042,78.82,83,57,8.99,HT,1651716638
Homa Bay,-0.5273,34.4571,66.79,85,100,3.44,KE,1651716638
Loandjili,-4.7561,11.8578,78.26,93,99,3.0,CG,1651716639
Khandyga,62.6667,135.6,37.15,90,100,9.19,RU,1651716639
Mendi,-6.1761,143.6513,61.79,85,99,3.29,PG,1651716609
Paraíso,9.8383,-83.8656,65.95,97,100,1.61,CR,1651716640
Japura,-0.3167,102.35,78.39,85,100,2.13,ID,1651716640
Kulhudhuffushi,6.6221,73.07,84.74,73,100,14.29,MV,1651716478
Verkhnetulomskiy,68.6073,31.7962,23.13,92,45,2.33,RU,1651716640
Kavaratti,10.5669,72.642,85.46,73,100,14.67,IN,1651716641
Ailigandí,9.2333,-78.0167,80.51,86,100,2.59,PA,1651716641
Hūn,29.1268,15.9477,69.87,28,11,19.46,LY,1651716565
Mackenzie,55.2999,-123.1698,46.08,84,100,3.06,CA,1651716642
Warmbad,-28.45,18.7333,68.07,30,0,10.94,NA,1651716642
Albacete,38.8333,-2.0,50.18,93,0,5.75,ES,1651716643
Usoke,-5.1667,32.35,61.2,83,17,3.94,TZ,1651716643
Melfort,52.8667,-104.6177,52.54,73,100,11.41,CA,1651716438
Maniitsoq,65.4167,-52.9,15.46,83,31,8.81,GL,1651716643
Kokoda,-8.8785,147.7407,82.53,85,100,3.74,PG,1651716644
Yangcun,39.3639,117.0603,82.38,28,53,18.03,CN,1651716644
Chingirlau,51.095,54.0814,47.16,60,12,6.91,KZ,1651716645
Qaqortoq,60.7167,-46.0333,32.29,75,100,3.87,GL,1651716645
Saint-Pierre,-21.3393,55.4781,74.88,81,0,11.5,RE,1651716525
Nioro,13.35,-15.75,80.17,37,5,7.34,GM,1651716645
Whitehorse,60.7161,-135.0538,49.01,34,74,18.99,CA,1651716646
Saint-Augustin,51.226,-58.6502,36.03,92,100,11.81,CA,1651716512
Zabul Province,32.25,67.25,62.6,36,0,7.87,AF,1651716647
Zmeinogorsk,51.1567,82.195,49.5,44,40,4.9,RU,1651716647
Balkhash,46.844,74.9804,56.01,44,40,13.42,KZ,1651716647
Richards Bay,-28.783,32.0377,63.9,93,0,3.56,ZA,1651716648
Nosy Varika,-20.5833,48.5333,67.01,90,22,7.83,MG,1651716648
Ostrovnoy,68.0531,39.5131,18.81,87,76,14.79,RU,1651716400
Vaitape,-16.5167,-151.75,81.75,75,36,10.8,PF,1651716649
Sørkjosen,69.8,20.9333,26.6,63,5,13.8,NO,1651716649
New Port Richey,28.2442,-82.7193,79.21,84,1,1.01,US,1651716556
Illapel,-31.6308,-71.1653,62.58,73,31,3.27,CL,1651716650
Boyolangu,-8.1181,111.8935,81.86,81,93,4.74,ID,1651716650
Morant Bay,17.8815,-76.4093,82.02,86,7,9.37,JM,1651716650
Morondava,-20.2833,44.2833,73.36,76,0,7.92,MG,1651716651
Erdenet,49.0333,104.0833,36.12,48,3,8.77,MN,1651716651
Novy Urengoy,66.0833,76.6333,33.75,100,100,12.17,RU,1651716449
Cockburn Town,21.4612,-71.1419,77.65,85,0,21.97,TC,1651716652
Kojori,41.6594,44.7025,49.5,77,100,2.68,GE,1651716652
Rapid Valley,44.0625,-103.1463,52.77,72,75,10.36,US,1651716652
Zhezkazgan,47.8043,67.7144,44.58,100,40,6.71,KZ,1651716653
Quelimane,-17.8786,36.8883,67.14,96,37,4.12,MZ,1651716653
Obo,5.3998,26.4869,68.68,98,100,7.63,CF,1651716654
Warrington,53.3925,-2.5802,51.33,88,75,6.91,GB,1651716654
Río Cuarto,-33.1307,-64.3499,57.47,43,99,13.73,AR,1651716654
Tibiao,11.2915,122.0354,85.6,66,56,4.9,PH,1651716655
Urusha,54.05,122.9,45.82,42,100,1.77,RU,1651716655
Bondo,3.8146,23.6866,70.86,87,100,2.06,CD,1651716656
Kuytun,54.3419,101.5036,40.55,46,7,8.14,RU,1651716447
Yulara,-25.2406,130.9889,62.44,39,0,16.11,AU,1651716656
Biu,10.6129,12.1946,80.1,54,39,4.12,NG,1651716656
Mopti,14.6667,-4.0,90.93,13,52,7.43,ML,1651716657
Mathathane,-22.2687,28.7495,61.68,73,0,5.12,BW,1651716657
Leshukonskoye,64.8989,45.7622,24.84,86,73,7.16,RU,1651716658
Belaya Gora,68.5333,146.4167,31.05,100,100,2.57,RU,1651716658
Tommot,58.9564,126.2925,37.56,81,100,12.77,RU,1651716658
Vanavara,60.34,102.2797,37.35,69,49,9.93,RU,1651716659
Novoil'insk,51.6829,108.7143,43.88,40,43,15.12,RU,1651716659
Laas,46.6166,10.7002,45.36,92,63,0.83,IT,1651716659
Yārāda,17.65,83.2667,84.52,84,20,4.61,IN,1651716660
Belyy Yar,53.6039,91.3903,46.29,31,0,8.95,RU,1651716660
Forsytheganj,52.6333,29.7333,32.76,65,76,3.87,BY,1651716482
Pendleton,45.6721,-118.7886,73.63,57,0,8.05,US,1651716519
Hampton,37.0299,-76.3452,70.99,87,100,9.22,US,1651716503
North Bend,43.4065,-124.2243,57.92,91,100,6.91,US,1651716661
Ouadda,8.0777,22.4007,67.89,95,100,4.0,CF,1651716661
Caniço,32.6333,-16.85,64.0,77,40,11.5,PT,1651716662
Gerāsh,27.6652,54.1371,66.34,24,0,1.97,IR,1651716662
Nishihara,26.1842,127.7558,74.48,94,100,13.8,JP,1651716663
Nautanwa,27.4333,83.4167,85.48,46,13,11.9,IN,1651716663
Pacific Grove,36.6177,-121.9166,62.35,85,0,8.05,US,1651716400
Evanston,42.0411,-87.6901,49.71,80,100,6.91,US,1651716664
Poole,50.7167,-2.0,51.73,90,9,1.99,GB,1651716664
Gengenbach,48.4,8.0167,55.11,86,98,0.87,DE,1651716665
Sheregesh,52.9209,87.9869,39.9,44,100,5.32,RU,1651716665
Paramonga,-10.6667,-77.8333,65.32,87,7,7.34,PE,1651716666
Hearst,49.6835,-83.6665,34.84,90,35,4.23,CA,1651716667
Yukhnov,54.7444,35.2297,28.81,73,0,4.99,RU,1651716667
Øksfjord,70.2396,22.3479,26.67,91,73,9.37,NO,1651716667
Okakarara,-20.5833,17.4333,49.26,50,0,4.63,NA,1651716668
Pont-à-Mousson,48.9079,6.0589,54.66,88,0,9.22,FR,1651716668
Asău,46.4333,26.4,45.28,97,87,4.25,RO,1651716669
Mountrath,52.9989,-7.4728,46.98,91,100,3.4,IE,1651716670
Mildura,-34.2,142.15,55.08,71,40,4.61,AU,1651716670
Cap Malheureux,-19.9842,57.6142,76.46,79,26,7.0,MU,1651716670
Hue,16.4667,107.6,77.11,73,75,3.44,VN,1651716671
Batagay-Alyta,67.8006,130.4114,20.82,77,100,0.96,RU,1651716672
Viedma,-40.8135,-62.9967,62.71,38,94,9.66,AR,1651716672
Lata,40.1629,-8.3327,54.07,76,6,3.11,PT,1651716672
Sainte-Maxime,43.3,6.6333,56.19,75,100,5.91,FR,1651716673
Hwange,-18.3693,26.5019,61.63,60,1,2.48,ZW,1651716673
Bayevo,53.2833,80.7667,49.15,33,100,7.9,RU,1651716674
Verāval,20.9,70.3667,82.09,79,6,8.68,IN,1651716675
Khalkhāl,37.6189,48.5258,49.59,73,1,5.46,IR,1651716675
Maryville,35.7565,-83.9705,70.0,78,75,10.36,US,1651716676
Innisfail,-17.5333,146.0333,80.89,71,7,7.05,AU,1651716676
Belle Fourche,44.6714,-103.8522,54.09,73,79,4.0,US,1651716677
Manokwari,-0.8667,134.0833,83.82,71,80,3.96,ID,1651716677
Port-Gentil,-0.7193,8.7815,78.19,87,100,14.16,GA,1651716678
